panstwo,rok,liczba_bev_we_flocie,liczba_phev_we_flocie,procent_bev_we_flocie,procent_phev_we_flocie,liczba_bev_w_nowych_rejestracjach,liczba_phev_w_nowych_rejestracjach,procent_bev_w_nowych_rejestracjach,procent_phev_w_nowych_rejestracjach,liczba_ev_we_flocie,procent_ev_we_flocie,liczba_ev_w_nowych_rejestracjach,procent_ev_w_nowych_rejestracjach,szacowana_calkowita_flota_samochodow_osobowych,szacowana_liczba_wszystkich_nowych_rejestracji
Malta,2011,,,,,0.0,0.0,,,,,0.0,,,
Malta,2012,38.0,,0.02,,1.0,0.0,,,,,1.0,,,
Malta,2013,59.0,,0.02,,,,,,,,,,,
Malta,2014,87.0,4.0,0.03,0.0,,,,,91.0,0.03,,,303333.3333333334,
Malta,2015,136.0,7.0,0.05,0.0,,,,,143.0,0.05,,,286000.0,
Malta,2016,140.0,7.0,0.05,0.0,,,,,147.0,0.05,,,294000.0,
Malta,2017,189.0,12.0,0.06,0.0,48.0,3.0,0.62,0.04,201.0,0.06,51.0,0.66,335000.00000000006,7727.272727272727
Malta,2018,603.0,14.0,0.2,0.0,180.0,1.0,2.2,0.01,617.0,0.2,181.0,2.21,308500.0,8190.045248868779
Malta,2019,983.0,195.0,0.32,0.06,282.0,70.0,3.66,0.91,1178.0,0.38,352.0,4.57,310000.0,7702.4070021881835
Malta,2020,1293.0,637.0,0.42,0.21,137.0,33.0,1.23,0.3,1930.0,0.63,170.0,1.53,306349.20634920633,11111.11111111111
Malta,2021,1783.0,714.0,0.57,0.23,155.0,95.0,1.5,0.92,2497.0,0.7999999999999999,250.0,2.42,312125.0,10330.578512396694
Malta,2022,2803.0,2716.0,0.88,0.85,186.0,101.0,1.94,1.05,5519.0,1.73,287.0,2.99,319017.34104046243,9598.662207357858
Malta,2023,4364.0,3706.0,1.35,1.15,982.0,911.0,14.95,13.87,8070.0,2.5,1893.0,28.82,322800.0,6568.355308813324
Malta,2024,7297.0,4675.0,2.2,1.41,3456.0,548.0,44.14,7.0,11972.0,3.6100000000000003,4004.0,51.14,331634.34903047094,7829.487680876027
Malta,2025,9805.0,5074.0,2.92,1.51,2448.0,420.0,37.85,6.49,14879.0,4.43,2868.0,44.34,335869.07449209935,6468.2002706359945
Niemcy,2008,1300.0,,,,0.0,0.0,,,,,0.0,,,
Niemcy,2009,1588.0,,0.0,,15.0,0.0,0.0,0.0,,,15.0,0.0,,
Niemcy,2010,2307.0,,0.01,,144.0,0.0,0.0,0.0,,,144.0,0.0,,
Niemcy,2011,4541.0,112.0,0.01,0.0,1828.0,266.0,0.06,0.01,4653.0,0.01,2094.0,0.06999999999999999,46530000.0,2991428.571428572
Niemcy,2012,7114.0,1332.0,0.02,0.0,2555.0,1232.0,0.08,0.04,8446.0,0.02,3787.0,0.12,42230000.0,3155833.3333333335
Niemcy,2013,12156.0,2932.0,0.03,0.01,5434.0,445.0,0.18,0.02,15088.0,0.04,5879.0,0.19999999999999998,37720000.0,2939500.0
Niemcy,2014,18948.0,6956.0,0.04,0.02,9141.0,3321.0,0.3,0.11,25904.0,0.06,12462.0,0.41,43173333.333333336,3039512.1951219514
Niemcy,2015,25502.0,17439.0,0.06,0.04,13369.0,10001.0,0.42,0.31,42941.0,0.1,23370.0,0.73,42941000.0,3201369.8630136987
Niemcy,2016,34022.0,32049.0,0.07,0.07,12415.0,12091.0,0.38,0.37,66071.0,0.14,24506.0,0.75,47193571.428571425,3267466.666666667
Niemcy,2017,53861.0,44419.0,0.12,0.1,25764.0,27596.0,0.75,0.8,98280.0,0.22,53360.0,1.55,44672727.27272727,3442580.64516129
Niemcy,2018,83175.0,66997.0,0.18,0.14,36533.0,29718.0,1.06,0.86,150172.0,0.32,66251.0,1.92,46928750.0,3450572.916666667
Niemcy,2019,136617.0,102045.0,0.29,0.21,61415.0,44260.0,1.7,1.23,238662.0,0.5,105675.0,2.9299999999999997,47732400.0,3606655.2901023896
Niemcy,2020,309083.0,279651.0,0.64,0.58,191330.0,199606.0,6.56,6.84,588734.0,1.22,390936.0,13.399999999999999,48256885.245901644,2917432.835820896
Niemcy,2021,618460.0,565742.0,1.27,1.17,351332.0,322424.0,13.4,12.3,1184202.0,2.44,673756.0,25.700000000000003,48532868.85245902,2621618.6770428014
Niemcy,2022,1013009.0,864547.0,2.07,1.77,464322.0,359566.0,17.51,13.56,1877556.0,3.84,823888.0,31.07,48894687.50000001,2651715.4811715484
Niemcy,2023,1408681.0,921777.0,2.87,1.88,520074.0,173833.0,18.28,6.11,2330458.0,4.75,693907.0,24.39,49062273.684210524,2845047.150471505
Niemcy,2024,1651643.0,967423.0,3.35,1.96,379472.0,190844.0,13.47,6.77,2619066.0,5.3100000000000005,570316.0,20.240000000000002,49323276.836158186,2817766.798418972
Niemcy,2025,2034260.0,1122958.0,4.11,2.27,545176.0,311317.0,19.08,10.89,3157218.0,6.380000000000001,856493.0,29.97,49486175.548589334,2857834.5011678347
Norwegia,2008,1243.0,,,,243.0,0.0,,,,,243.0,,,
Norwegia,2009,1388.0,,0.06,,145.0,0.0,0.11,0.0,,,145.0,0.11,,131818.18181818182
Norwegia,2010,1782.0,,0.08,,380.0,0.0,0.3,0.0,,,380.0,0.3,,126666.66666666666
Norwegia,2011,3982.0,1.0,0.17,0.0,2009.0,1.0,1.45,0.0,3983.0,0.17,2010.0,1.45,2342941.176470588,138620.68965517243
Norwegia,2012,6543.0,341.0,0.27,0.01,4256.0,340.0,3.08,0.25,6884.0,0.28,4596.0,3.33,2458571.428571428,138018.01801801802
Norwegia,2013,17868.0,453.0,0.71,0.02,7875.0,489.0,5.25,0.33,18321.0,0.73,8364.0,5.58,2509726.02739726,149892.47311827957
Norwegia,2014,42356.0,2150.0,1.66,0.08,17999.0,1698.0,12.0,1.13,44506.0,1.74,19697.0,13.129999999999999,2557816.091954023,150015.23229246002
Norwegia,2015,73312.0,10164.0,2.81,0.39,25551.0,7857.0,16.11,4.95,83476.0,3.2,33408.0,21.06,2608625.0,158632.47863247865
Norwegia,2016,98532.0,34431.0,3.7,1.29,23878.0,20652.0,14.89,12.87,132963.0,4.99,44530.0,27.759999999999998,2664589.1783567136,160410.6628242075
